rollout/ep_rew_mean,time/total_timesteps,time/fps,rollout/ep_len_mean,time/time_elapsed,time/iterations,train/clip_fraction,train/learning_rate,train/explained_variance,train/entropy_loss,train/loss,train/n_updates,train/clip_range,train/policy_gradient_loss,train/value_loss,train/approx_kl
1466.6288,18063360,957,419.96,18867,147,0.27486246744791665,0.0003,0.8252632915973663,-2.9328625297918918,0.02711256965994835,1460,0.2,-0.007515267780424134,0.1569828061069711,0.029605694
1487.8253,18186240,957,425.54,18996,148,0.26856852213541665,0.0003,0.8230738192796707,-2.9408579992254573,0.036573730409145355,1470,0.2,-0.006561055705812275,0.14941267486438542,0.029765181
1512.1173,18309120,957,432.54,19124,149,0.26713948567708334,0.0003,0.8670939356088638,-2.9458082280183833,0.05050741136074066,1480,0.2,-0.006295234958676398,0.14469893988527474,0.029038154
1498.2717,18432000,957,428.8,19251,150,0.2682267252604167,0.0003,0.8403214067220688,-2.9377556752165157,-0.0037139970809221268,1490,0.2,-0.007093206224605335,0.12679446341241904,0.029822983
1460.8723,18554880,957,415.22,19381,151,0.2707080078125,0.0003,0.8295313864946365,-2.9401050568496188,0.04336143657565117,1500,0.2,-0.006408385092830334,0.1560018428749754,0.029500868
1429.8461,18677760,957,409.9,19509,152,0.27501220703125,0.0003,0.7771064788103104,-2.954847174870471,0.009535841643810272,1510,0.2,-0.006807559161667693,0.17187843645733664,0.030201137
1471.7991,18800640,957,417.76,19637,153,0.26971842447916666,0.0003,0.8253830373287201,-2.950637986647586,0.117772176861763,1520,0.2,-0.006464314386915551,0.15427127706032479,0.029863063
1481.3821,18923520,957,419.16,19765,154,0.27062418619791667,0.0003,0.829408586025238,-2.951127098289629,0.10149767994880676,1530,0.2,-0.006884472544613042,0.13571207157277967,0.030053964
1499.331,19046400,957,429.78,19893,155,0.2699226888020833,0.0003,0.817364513874054,-2.9385115901753305,0.05067228525876999,1540,0.2,-0.006835353312544612,0.13864407261717132,0.030042632
1525.0884,19169280,957,437.6,20021,156,0.272021484375,0.0003,0.8075843304395676,-2.930759175059696,0.02893446944653988,1550,0.2,-0.007379696573237501,0.14819109568595498,0.03011251
1517.0931,19292160,957,436.46,20151,157,0.26580810546875,0.0003,0.8189460635185242,-2.9148504657795034,0.05334419757127762,1560,0.2,-0.006415005072221902,0.1308710925236422,0.028538523
1487.2074,19415040,957,426.88,20278,158,0.2665584309895833,0.0003,0.8316332399845123,-2.924614000854393,0.0488550066947937,1570,0.2,-0.006543452329181795,0.1417019113392841,0.029545724
1426.7496,19537920,957,410.78,20406,159,0.2691145833333333,0.0003,0.8306254297494888,-2.9215920843432346,0.05722460895776749,1580,0.2,-0.006520085616751506,0.12912232705003893,0.02950722
1430.5138,19660800,957,413.52,20536,160,0.27184163411458334,0.0003,0.8440997749567032,-2.9170304171616834,0.08997722715139389,1590,0.2,-0.00661877205019664,0.16906118296756176,0.029848136
1456.184,19783680,957,420.44,20665,161,0.26741617838541665,0.0003,0.8288372755050659,-2.911198927499354,0.03331589326262474,1600,0.2,-0.006504626561503149,0.14884746013451755,0.029801209
1477.18,19906560,957,427.82,20794,162,0.27045817057291666,0.0003,0.8570453226566315,-2.8909283462290962,0.043818168342113495,1610,0.2,-0.005781209143860906,0.16291622747473108,0.030133704
1524.7621,20029440,957,441.16,20923,163,0.2725325520833333,0.0003,0.884310245513916,-2.873698539050917,0.03813008964061737,1620,0.2,-0.006840262619083054,0.16124653399368982,0.030815301
1417.196,20152320,957,411.0,21051,164,0.27376953125,0.0003,0.8022413849830627,-2.8690153799330194,0.0388667955994606,1630,0.2,-0.006512984378638673,0.1610408463246616,0.03053569
1418.7485,20275200,957,412.24,21179,165,0.27164143880208336,0.0003,0.82440285384655,-2.870463408318659,0.2446298450231552,1640,0.2,-0.0062698503870281756,0.16778036853366454,0.029673317
1364.7719,20398080,957,389.72,21307,166,0.26459147135416666,0.0003,0.8661080449819565,-2.8715656689802804,0.05110643804073334,1650,0.2,-0.00559567292475549,0.145598276060191,0.029289125
1406.9675,20520960,957,405.3,21437,167,0.273095703125,0.0003,0.8491183370351791,-2.843114685614904,0.03365600109100342,1660,0.2,-0.005855011676158028,0.21200074759535104,0.031114237
1416.8344,20643840,957,413.82,21566,168,0.26804524739583335,0.0003,0.8517002463340759,-2.8665483917171755,0.03644029051065445,1670,0.2,-0.006029072657632545,0.18233241014085555,0.029795507
1459.5746,20766720,957,422.68,21693,169,0.2741316731770833,0.0003,0.8575291186571121,-2.846350282964607,0.047492772340774536,1680,0.2,-0.006329102965131218,0.18778298436518526,0.030872587
1476.8008,20889600,957,424.9,21823,170,0.27007405598958334,0.0003,0.8167519867420197,-2.8432286858186124,0.07723964750766754,1690,0.2,-0.006720347476942455,0.15879510378765796,0.029965278
1472.6466,21012480,957,423.4,21953,171,0.27034423828125,0.0003,0.8524037152528763,-2.832271614645918,0.08218546211719513,1700,0.2,-0.0066907377638593364,0.18066774792037904,0.030825507
1387.4884,21135360,957,397.82,22082,172,0.26735758463541665,0.0003,0.8054463714361191,-2.856656857803464,0.09693627059459686,1710,0.2,-0.006251510213660367,0.17623356116227418,0.02986822
